schema_version,batch_id,source_site,original_product_id,product_name_raw,food_name_candidate,product_url,sales_unit_raw,weight_raw,quantity_raw,food_type_raw,food_type_source,expiration_info_raw,expiration_source,storage_method_raw,storage_source,storage_type,ocr_confidence,crawl_collected_at,ocr_collected_at,parser_version,validation_status,parse_status,source_record_id,image_sha256
1.0,20260814-sunyeong-001,KURLY,1001381959,[CJ] 행복한콩 부침두부 380g,행복한콩 부침두부,https://www.kurly.com/goods/1001381959,1팩,380g,,,NOT_FOUND,수령일 포함 5일 이상 남은 상품을 보내드립니다.,DOM,0~10℃에서 냉장 보관하세요.,DOM,REFRIGERATED,0.7422426601773814,,2026-08-14T19:02:41.270431+09:00,0.2.0,MATCHED,COMPLETED,KURLY:1001381959:4397c42e114a,4397c42e114a2f81390c12c442e9ad6fc007bc9428969a1ca1ce68760ca6b2b6
1.0,20260814-sunyeong-001,KURLY,1001381959,[CJ] 행복한콩 부침두부 380g,행복한콩 부침두부,https://www.kurly.com/goods/1001381959,1팩,380g,,,NOT_FOUND,수령일 포함 5일 이상 남은 상품을 보내드립니다.,DOM,0~10℃에서 냉장 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:1001381959,
1.0,20260814-sunyeong-001,KURLY,1001381959,[CJ] 행복한콩 부침두부 380g,행복한콩 부침두부,https://www.kurly.com/goods/1001381959,1팩,380g,,,NOT_FOUND,수령일 포함 5일 이상 남은 상품을 보내드립니다.,DOM,0~10℃에서 냉장 보관하세요.,DOM,REFRIGERATED,0.7628119943042596,,2026-08-14T19:12:51.656186+09:00,0.2.0,MATCHED,COMPLETED,KURLY:1001381959:685522905610,68552290561068751d715d84be62724100a03b1952d2270972814e3f90af6e47
1.0,20260814-sunyeong-001,KURLY,5070653,[풀무원] 소가 단단한 부침두부 300g,소가 단단한 부침두부,https://www.kurly.com/goods/5070653,1개,300g,,,NOT_FOUND,수령일 포함 최소 3일 이상 남은 제품을 보내드립니다.,DOM,・0~10ºC에서 냉장 보관하세요.,DOM,REFRIGERATED,0.7954884905900274,,2026-08-14T19:16:48.182080+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5070653:3a82e2ef6ee3,3a82e2ef6ee362bf60ec7786bfda73f352be334a8ad28de635ab5483655411f1
1.0,20260814-sunyeong-001,KURLY,5070653,[풀무원] 소가 단단한 부침두부 300g,소가 단단한 부침두부,https://www.kurly.com/goods/5070653,1개,300g,,,NOT_FOUND,수령일 포함 최소 3일 이상 남은 제품을 보내드립니다.,DOM,・0~10ºC에서 냉장 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5070653,
1.0,20260814-sunyeong-001,KURLY,5070653,[풀무원] 소가 단단한 부침두부 300g,소가 단단한 부침두부,https://www.kurly.com/goods/5070653,1개,300g,,제품명: 부침두부·:두부·제조원: F2-피피이제의령/경남 의령군 부림면 한지20일 40-21,OCR,수령일 포함 최소 3일 이상 남은 제품을 보내드립니다.,DOM,・0~10ºC에서 냉장 보관하세요.,DOM_AND_OCR,REFRIGERATED,0.8400262286688419,,2026-08-14T19:27:50.223275+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5070653:3f6dcde5c8e1,3f6dcde5c8e13a6f206548fccdd8d20a5f485154e03c79523764c6c2194e48f8
1.0,20260814-sunyeong-001,KURLY,1000952547,[풀무원] 고소한 유기농 두부 (부침용) 290gx2,고소한 유기농 두부 (부침용) 290gx2,https://www.kurly.com/goods/1000952547,,290g * 2,,,NOT_FOUND,별도 표기일 까지,DOM,0~10ºC에서 냉장 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:1000952547,
1.0,20260814-sunyeong-001,KURLY,1000952547,[풀무원] 고소한 유기농 두부 (부침용) 290gx2,고소한 유기농 두부 (부침용) 290gx2,https://www.kurly.com/goods/1000952547,,290g * 2,,농두부부체용·,OCR,별도 표기일 까지,DOM,0~10ºC에서 냉장 보관하세요.,DOM_AND_OCR,REFRIGERATED,0.8124315639336904,,2026-08-14T19:51:12.262848+09:00,0.2.0,MATCHED,COMPLETED,KURLY:1000952547:bb245007e0df,bb245007e0df1ba70fad5c8476d6bc2e9d86e5d4d7cbc35a333b755da5bfa9a8
1.0,20260814-sunyeong-001,KURLY,1001381963,[CJ] 행복한콩 국산콩 두부 부침용 380g,행복한콩 국산콩 두부 부침용,https://www.kurly.com/goods/1001381963,1팩,380g,,,NOT_FOUND,수령일 포함 9일 이상 남은 상품을 보내드립니다.,DOM,0~10℃에서 냉장 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:1001381963,
1.0,20260814-sunyeong-001,KURLY,1001381963,[CJ] 행복한콩 국산콩 두부 부침용 380g,행복한콩 국산콩 두부 부침용,https://www.kurly.com/goods/1001381963,1팩,380g,,·:두부,OCR,수령일 포함 9일 이상 남은 상품을 보내드립니다.,DOM,0~10℃에서 냉장 보관하세요.,DOM,REFRIGERATED,0.8142787210643292,,2026-08-14T20:05:05.687287+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001381963:42797833c007,42797833c0071d3af0d2970c0cb0f9ac623765e37709c510f225a7ac57734bcc
1.0,20260814-sunyeong-001,KURLY,1000073839,[맛있게 한끼] 국산콩 두부 (부침용) (2개입),국산콩 두부 (부침용) (2개입),https://www.kurly.com/goods/1000073839,1개,400g,2개입,,NOT_FOUND,수령일 포함 7일 이상 남은 상품으로 보내드립니다.,DOM,0℃~10℃의 냉장실에 보관해 주세요. 개봉 후에는 가급적 빨리 드시기 바랍니다.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:1000073839,
1.0,20260814-sunyeong-001,KURLY,1000073839,[맛있게 한끼] 국산콩 두부 (부침용) (2개입),국산콩 두부 (부침용) (2개입),https://www.kurly.com/goods/1000073839,1개,400g,2개입,제품명:맛있게 한끼 두부 부침용·:두부·반품 및 교환장소:본사 및 구입처,OCR,수령일 포함 7일 이상 남은 상품으로 보내드립니다.,DOM,0℃~10℃의 냉장실에 보관해 주세요. 개봉 후에는 가급적 빨리 드시기 바랍니다.,DOM,REFRIGERATED,0.9547338905157866,,2026-08-14T20:14:58.790582+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1000073839:192b1c7982a8,192b1c7982a870e39d30c9bba2c348f6ddbb4f0595311243059151552578edf2
