schema_version,batch_id,original_product_id,image_path,text_presence,detect_method,confidence,checked_at,notes
1.0,20260805-sunyeong-001,5054661,detail_images/5054661_01_74b47d4b5677.jpg,HAS_TEXT,HEURISTIC,0.5223,2026-08-05T17:46:18.562332+09:00,heuristic_score=0.5223
1.0,20260805-sunyeong-001,5054661,detail_images/5054661_02_c9202910da1a.jpg,HAS_TEXT,HEURISTIC,0.3998,2026-08-05T17:46:18.603750+09:00,heuristic_score=0.3998
1.0,20260805-sunyeong-001,5054661,detail_images/5054661_03_c3c131301a03.jpg,HAS_TEXT,HEURISTIC,0.5144,2026-08-05T17:46:18.671827+09:00,heuristic_score=0.5144
1.0,20260805-sunyeong-001,5054661,detail_images/5054661_04_08eaa7a40509.jpg,HAS_TEXT,HEURISTIC,0.1623,2026-08-05T17:46:18.784982+09:00,heuristic_score=0.1623
1.0,20260805-sunyeong-001,1002030397,detail_images/1002030397_01_f19edb6d9bff.jpg,HAS_TEXT,HEURISTIC,0.2862,2026-08-05T17:46:18.924410+09:00,heuristic_score=0.2862
1.0,20260805-sunyeong-001,1002030397,detail_images/1002030397_02_3347f030f082.jpg,HAS_TEXT,HEURISTIC,0.4495,2026-08-05T17:46:18.959861+09:00,heuristic_score=0.4495
1.0,20260805-sunyeong-001,1002030397,detail_images/1002030397_03_f343f874c002.jpg,HAS_TEXT,HEURISTIC,0.3513,2026-08-05T17:46:19.168087+09:00,heuristic_score=0.3513
1.0,20260805-sunyeong-001,1002030397,detail_images/1002030397_04_0d71b85e1ea3.jpg,HAS_TEXT,HEURISTIC,0.2609,2026-08-05T17:46:19.354221+09:00,heuristic_score=0.2609
1.0,20260805-sunyeong-001,1002030397,detail_images/1002030397_05_f12a1405aa30.jpg,HAS_TEXT,HEURISTIC,0.2819,2026-08-05T17:46:19.459899+09:00,heuristic_score=0.2819
1.0,20260805-sunyeong-001,1002030397,detail_images/1002030397_06_1e1cf8ee9ba7.jpg,HAS_TEXT,HEURISTIC,0.337,2026-08-05T17:46:19.554264+09:00,heuristic_score=0.3370
1.0,20260805-sunyeong-001,5000147,detail_images/5000147_01_5d6d2b3047ea.jpg,HAS_TEXT,HEURISTIC,0.3061,2026-08-05T17:46:19.689148+09:00,heuristic_score=0.3061
1.0,20260805-sunyeong-001,5000147,detail_images/5000147_02_593373f1771b.jpg,HAS_TEXT,HEURISTIC,0.2643,2026-08-05T17:46:19.755289+09:00,heuristic_score=0.2643
1.0,20260805-sunyeong-001,5000147,detail_images/5000147_03_8bae01634f7e.jpg,HAS_TEXT,HEURISTIC,0.2101,2026-08-05T17:46:19.820626+09:00,heuristic_score=0.2101
1.0,20260805-sunyeong-001,5000147,detail_images/5000147_04_f383d110ff7a.jpg,HAS_TEXT,HEURISTIC,0.1459,2026-08-05T17:46:19.956086+09:00,heuristic_score=0.1459
1.0,20260805-sunyeong-001,1000178607,detail_images/1000178607_01_96627af07a1b.jpg,HAS_TEXT,HEURISTIC,0.2787,2026-08-05T17:46:20.092283+09:00,heuristic_score=0.2787
1.0,20260805-sunyeong-001,1000178607,detail_images/1000178607_02_3347f030f082.jpg,HAS_TEXT,HEURISTIC,0.4495,2026-08-05T17:46:20.127321+09:00,heuristic_score=0.4495
1.0,20260805-sunyeong-001,1000178607,detail_images/1000178607_03_3bf4394060b3.jpg,HAS_TEXT,HEURISTIC,0.3719,2026-08-05T17:46:20.325443+09:00,heuristic_score=0.3719
1.0,20260805-sunyeong-001,1000178607,detail_images/1000178607_04_0d71b85e1ea3.jpg,HAS_TEXT,HEURISTIC,0.2609,2026-08-05T17:46:20.513622+09:00,heuristic_score=0.2609
1.0,20260805-sunyeong-001,1000178607,detail_images/1000178607_05_85882d025950.jpg,HAS_TEXT,HEURISTIC,0.1718,2026-08-05T17:46:20.689821+09:00,heuristic_score=0.1718
1.0,20260805-sunyeong-001,1001371667,detail_images/1001371667_01_f6089e83892d.jpg,HAS_TEXT,HEURISTIC,0.2143,2026-08-05T17:46:20.828921+09:00,heuristic_score=0.2143
1.0,20260805-sunyeong-001,1001371667,detail_images/1001371667_02_f0b40c131a1d.jpg,HAS_TEXT,HEURISTIC,0.2268,2026-08-05T17:46:20.979849+09:00,heuristic_score=0.2268
1.0,20260805-sunyeong-001,1001371667,detail_images/1001371667_03_096bfae4226b.jpg,HAS_TEXT,HEURISTIC,0.241,2026-08-05T17:46:21.083461+09:00,heuristic_score=0.2410
1.0,20260805-sunyeong-001,1001371667,detail_images/1001371667_04_e0c090e07300.jpg,HAS_TEXT,HEURISTIC,0.2448,2026-08-05T17:46:21.177440+09:00,heuristic_score=0.2448
1.0,20260805-sunyeong-001,1001371667,detail_images/1001371667_05_e9354fff541f.jpg,HAS_TEXT,HEURISTIC,0.2487,2026-08-05T17:46:21.298339+09:00,heuristic_score=0.2487
1.0,20260805-sunyeong-001,1001371667,detail_images/1001371667_06_ca11217676f7.jpg,HAS_TEXT,HEURISTIC,0.2524,2026-08-05T17:46:21.393307+09:00,heuristic_score=0.2524
