schema_version,batch_id,source_site,original_product_id,product_name_raw,food_name_candidate,product_url,sales_unit_raw,weight_raw,quantity_raw,food_type_raw,food_type_source,expiration_info_raw,expiration_source,storage_method_raw,storage_source,storage_type,ocr_confidence,crawl_collected_at,ocr_collected_at,parser_version,validation_status,parse_status,source_record_id,image_sha256
1.0,20260813-sunyeong-001,KURLY,5156580,[청정원] 순창 100% 국산 고추장 2종 (택1),순창 100% 국산 고추장 2종 (택1),https://www.kurly.com/goods/5156580,각 1개,제품별 상이,,,NOT_FOUND,이 28.01.12 이후(해당일 포함)인 상품 발송,DOM,"서늘하고 건조한 곳에 보관하시고, 개봉 후에는 냉장 보관을 권장합니다.",DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5156580,
1.0,20260813-sunyeong-001,KURLY,5156580,[청정원] 순창 100% 국산 고추장 2종 (택1),순창 100% 국산 고추장 2종 (택1),https://www.kurly.com/goods/5156580,각 1개,제품별 상이,,고추장,OCR,이 28.01.12 이후(해당일 포함)인 상품 발송,DOM,"서늘하고 건조한 곳에 보관하시고, 개봉 후에는 냉장 보관을 권장합니다.",DOM,REFRIGERATED,0.8700064139388431,,2026-08-13T16:45:56.643329+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5156580:29b5c4575940,29b5c457594005ec76b35d0dedabd55c5e2c119f169c3cce02058ff9d981394e
1.0,20260813-sunyeong-001,KURLY,5156563,[해찬들] 100% 태양초 우리쌀 고추장 500g,100% 태양초 우리쌀 고추장,https://www.kurly.com/goods/5156563,1개,500g,,,NOT_FOUND,이 28.01.19 이후(해당일 포함)인 상품 발송,DOM,,NOT_FOUND,UNKNOWN,,,,0.2.0,MATCHED,COMPLETED,KURLY:5156563,
1.0,20260813-sunyeong-001,KURLY,5156564,[해찬들] 100% 태양초 우리쌀 고추장 1kg,100% 태양초 우리쌀 고추장,https://www.kurly.com/goods/5156564,1팩,1kg,,,NOT_FOUND,이 27.12.23 이후(해당일 포함)인 상품 발송,DOM,,NOT_FOUND,UNKNOWN,,,,0.2.0,MATCHED,COMPLETED,KURLY:5156564,
1.0,20260813-sunyeong-001,KURLY,5156564,[해찬들] 100% 태양초 우리쌀 고추장 1kg,100% 태양초 우리쌀 고추장,https://www.kurly.com/goods/5156564,1팩,1kg,,고추장,OCR,이 27.12.23 이후(해당일 포함)인 상품 발송,DOM,,NOT_FOUND,UNKNOWN,0.7896645607219802,,2026-08-13T17:09:01.523273+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5156564:2b4df466ddf8,2b4df466ddf8eaaab1d6b3e7f52872c039109dbd8753e9313b6fa2fb0c7704be
1.0,20260813-sunyeong-001,KURLY,1001539788,[해찬들] 100% 국산고추장500g,100% 국산고추장,https://www.kurly.com/goods/1001539788,1개,500g,,,NOT_FOUND,이 27.12.18 이후(해당일 포함)인 상품 발송,DOM,,NOT_FOUND,UNKNOWN,,,,0.2.0,MATCHED,COMPLETED,KURLY:1001539788,
1.0,20260813-sunyeong-001,KURLY,1002206199,[해찬들] 100% 태양초 우리쌀 고추장 200G,100% 태양초 우리쌀 고추장,https://www.kurly.com/goods/1002206199,1개,200g,,,NOT_FOUND,이 28.01.12 이후(해당일 포함)인 상품 발송,DOM,,NOT_FOUND,UNKNOWN,,,,0.2.0,MATCHED,COMPLETED,KURLY:1002206199,
