schema_version,batch_id,source_site,original_product_id,product_name_raw,food_name_candidate,product_url,sales_unit_raw,weight_raw,quantity_raw,food_type_raw,food_type_source,expiration_info_raw,expiration_source,storage_method_raw,storage_source,storage_type,ocr_confidence,crawl_collected_at,ocr_collected_at,parser_version,validation_status,parse_status,source_record_id,image_sha256
1.0,20260805-woohee-001,KURLY,5155301,[다향오리] 훈제오리 슬라이스 (1입/3입),훈제오리 슬라이스 (1입/3입),https://www.kurly.com/goods/5155301,1팩 / 1묶음(3개입),150g (1팩) / 450g (3팩),3개입,,NOT_FOUND,수령일 포함 최소 15일 이상 남은 제품을 보내드립니다.,DOM,-2~10℃ 냉장실에서 보관해 주세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5155301,
1.0,20260805-woohee-001,KURLY,5155301,[다향오리] 훈제오리 슬라이스 (1입/3입),훈제오리 슬라이스 (1입/3입),https://www.kurly.com/goods/5155301,1팩 / 1묶음(3개입),150g (1팩) / 450g (3팩),3개입,,NOT_FOUND,수령일 포함 최소 15일 이상 남은 제품을 보내드립니다.,DOM,-2~10℃ 냉장실에서 보관해 주세요.,DOM,REFRIGERATED,0.9344195683797201,,2026-08-05T17:30:25.573483+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5155301:e4d3a04a8ffd,e4d3a04a8ffdd265b5706fd64b81322a6f794fa65c12cb40b4c57bd7a49f125b
1.0,20260805-woohee-001,KURLY,5155301,[다향오리] 훈제오리 슬라이스 (1입/3입),훈제오리 슬라이스 (1입/3입),https://www.kurly.com/goods/5155301,1팩 / 1묶음(3개입),150g (1팩) / 450g (3팩),3개입,,NOT_FOUND,수령일 포함 최소 15일 이상 남은 제품을 보내드립니다.,DOM,-2~10℃ 냉장실에서 보관해 주세요.,DOM,REFRIGERATED,0.9199516957297045,,2026-08-05T17:31:04.690735+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5155301:37a86b00b2e6,37a86b00b2e661ee9b10d9aac4cf96f51f3b8661253fe0054378e87867a4f9b7
1.0,20260805-woohee-001,KURLY,5155301,[다향오리] 훈제오리 슬라이스 (1입/3입),훈제오리 슬라이스 (1입/3입),https://www.kurly.com/goods/5155301,1팩 / 1묶음(3개입),150g (1팩) / 450g (3팩),3개입,,NOT_FOUND,수령일 포함 최소 15일 이상 남은 제품을 보내드립니다.,DOM,-2~10℃ 냉장실에서 보관해 주세요.,DOM,REFRIGERATED,0.9381321511541804,,2026-08-05T17:31:25.943903+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5155301:82ac110b0bdf,82ac110b0bdfab471714cf6a5d6c939c3889eaa4b301a1de2cb2a621faf1997c
1.0,20260805-woohee-001,KURLY,5131915,[KF365] 훈제오리 300g ~,훈제오리 ~,https://www.kurly.com/goods/5131915,1묶음 (2입),"300g, 600g, 1kg","첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",,NOT_FOUND,수령일 포함 최소 15일 남은 상품을 보내드립니다.,DOM,"-2~10℃에서 냉장 보관하시고, 개봉 후에는 가급적 빨리 드세요.",DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5131915,
1.0,20260805-woohee-001,KURLY,5131915,[KF365] 훈제오리 300g ~,훈제오리 ~,https://www.kurly.com/goods/5131915,1묶음 (2입),"300g, 600g, 1kg","첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",,NOT_FOUND,수령일 포함 최소 15일 남은 상품을 보내드립니다.,DOM,"-2~10℃에서 냉장 보관하시고, 개봉 후에는 가급적 빨리 드세요.",DOM,REFRIGERATED,0.7185337874624464,,2026-08-05T17:33:04.818588+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5131915:de6b1bd86109,de6b1bd861092995b714e6c2eae0926c949e6daba6a1e13c083a3f1301d947e2
1.0,20260805-woohee-001,KURLY,5131915,[KF365] 훈제오리 300g ~,훈제오리 ~,https://www.kurly.com/goods/5131915,1묶음 (2입),"300g, 600g, 1kg","첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",햄류(햄)/비살균제품,OCR,수령일 포함 최소 15일 남은 상품을 보내드립니다.,DOM,"-2~10℃에서 냉장 보관하시고, 개봉 후에는 가급적 빨리 드세요.",DOM,REFRIGERATED,0.9643727472850254,,2026-08-05T17:33:51.249596+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5131915:a97916ed60f1,a97916ed60f183f0cab3b21b1c422fd71d83b534f8164d391ec79169f443edd1
1.0,20260805-woohee-001,KURLY,5131915,[KF365] 훈제오리 300g ~,훈제오리 ~,https://www.kurly.com/goods/5131915,1묶음 (2입),"300g, 600g, 1kg","첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",KF365훈제오리,OCR,수령일 포함 최소 15일 남은 상품을 보내드립니다.,DOM,"-2~10℃에서 냉장 보관하시고, 개봉 후에는 가급적 빨리 드세요.",DOM,REFRIGERATED,0.9365022083123525,,2026-08-05T17:35:09.899756+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5131915:a80e5adde78a,a80e5adde78aeba0af3eaf294a827fc07edf53c62ce8b35dae308aa8b77fccf6
1.0,20260805-woohee-001,KURLY,5131915,[KF365] 훈제오리 300g ~,훈제오리 ~,https://www.kurly.com/goods/5131915,1묶음 (2입),"300g, 600g, 1kg","첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",청류(/배실근자문 오리고가(국내산)92 77%,OCR,수령일 포함 최소 15일 남은 상품을 보내드립니다.,DOM,"-2~10℃에서 냉장 보관하시고, 개봉 후에는 가급적 빨리 드세요.",DOM,REFRIGERATED,0.7833727449178696,,2026-08-05T17:35:59.857261+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5131915:071397d14396,071397d143960d544e0c42e02e32e25a642dbcf48428bf3b449d0fdb4ae5d966
1.0,20260805-woohee-001,KURLY,5131915,[KF365] 훈제오리 300g ~,훈제오리 ~,https://www.kurly.com/goods/5131915,1묶음 (2입),"300g, 600g, 1kg","첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",햄류(햄)/비살균제품 내용량600g(300gX2개입)(1760kcal),OCR,수령일 포함 최소 15일 남은 상품을 보내드립니다.,DOM,"-2~10℃에서 냉장 보관하시고, 개봉 후에는 가급적 빨리 드세요.",DOM_AND_OCR,REFRIGERATED,0.9379743053154512,,2026-08-05T17:36:32.216294+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5131915:fece37f53cee,fece37f53cee017760964fd0d761413b400b845893a166aabf010ef7c8a67ba3
1.0,20260805-woohee-001,KURLY,1000590964,[KF365] 무항생제 오리 슬라이스 700g (2입) (냉장),무항생제 오리 슬라이스 (2입),https://www.kurly.com/goods/1000590964,1개 (2입),700g (350g x 2입),,,NOT_FOUND,수령일 포함 최소 3일 남은 상품을 보내드립니다.,DOM,・ -2~5˚C에서 냉장 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:1000590964,
