schema_version,batch_id,source_site,original_product_id,product_name_raw,food_name_candidate,product_url,sales_unit_raw,weight_raw,quantity_raw,food_type_raw,food_type_source,expiration_info_raw,expiration_source,storage_method_raw,storage_source,storage_type,ocr_confidence,crawl_collected_at,ocr_collected_at,parser_version,validation_status,parse_status,source_record_id,image_sha256
1.0,20260808-woohee-006,KURLY,5156441,[농협풍산김치] 맛김치 800g,맛김치,https://www.kurly.com/goods/5156441,1팩,800g,,,NOT_FOUND,수령일 포함 55일 이상 남은 상품을 보내드립니다.,DOM,・플라스틱 김치 전용용기에 담아 김치냉장고에 보관해주시면 오랫동안 신선하게 드실 수 있습니다.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5156441,
1.0,20260808-woohee-006,KURLY,5156441,[농협풍산김치] 맛김치 800g,맛김치,https://www.kurly.com/goods/5156441,1팩,800g,,김치(비살균제품),OCR,수령일 포함 55일 이상 남은 상품을 보내드립니다.,DOM,・플라스틱 김치 전용용기에 담아 김치냉장고에 보관해주시면 오랫동안 신선하게 드실 수 있습니다.,DOM_AND_OCR,REFRIGERATED,0.9521130003580233,,2026-08-08T17:55:09.406903+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5156441:fafa0d0a195d,fafa0d0a195d3f664adc683f875f30c673a6de57575dd8e1e5c547c5a9411300
1.0,20260808-woohee-006,KURLY,5156425,[조선호텔김치] 프리미엄 배추김치 1kg,프리미엄 배추김치,https://www.kurly.com/goods/5156425,1봉,1kg,,,NOT_FOUND,수령일 포함 113일 이상 남은 상품을 보내드립니다. (소비기한: 제조일로부터 120일),DOM,,NOT_FOUND,UNKNOWN,0.9366997021895188,,2026-08-08T17:56:40.327126+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5156425:07f59e461ace,07f59e461ace40dedd91d3856400038c2c8b812441ecdb8b4f7b6272c406da1b
1.0,20260808-woohee-006,KURLY,5156425,[조선호텔김치] 프리미엄 배추김치 1kg,프리미엄 배추김치,https://www.kurly.com/goods/5156425,1봉,1kg,,김치/비살균제품,OCR,수령일 포함 113일 이상 남은 상품을 보내드립니다. (소비기한: 제조일로부터 120일),DOM_AND_OCR,냉장 보관(0~10°C),OCR,UNKNOWN,0.9594627413011733,,2026-08-08T17:57:11.483817+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5156425:460fb1516dd6,460fb1516dd6013caf529a04b76a492d0f278eac757a2b0445e7c06a0aa94d0c
1.0,20260808-woohee-006,KURLY,1002387037,[왕애밥상] 매운실비김치 500g,매운실비김치,https://www.kurly.com/goods/1002387037,1팩,500g,,,NOT_FOUND,이 26.09.02 이후(해당일 포함)인 상품 발송,DOM,0~10℃에서 냉장 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:1002387037,
1.0,20260808-woohee-006,KURLY,1002387037,[왕애밥상] 매운실비김치 500g,매운실비김치,https://www.kurly.com/goods/1002387037,1팩,500g,,김치(비살균제품),OCR,이 26.09.02 이후(해당일 포함)인 상품 발송,DOM,0~10℃에서 냉장 보관하세요.,DOM,REFRIGERATED,0.9358796906471253,,2026-08-08T18:00:29.147915+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1002387037:63dcdd56ca18,63dcdd56ca1833b8f2566cbd7bfe84e2fbb7881b5aca577ba8b079c7ef122885
1.0,20260808-woohee-006,KURLY,5156432,[조선호텔김치] 프리미엄 겉절이 500g,프리미엄 겉절이,https://www.kurly.com/goods/5156432,1팩,500g,,,NOT_FOUND,수령일 포함 24일 이상 남은 상품을 보내드립니다. (소비기한: 제조일로부터 28일),DOM,,NOT_FOUND,UNKNOWN,0.9443615078926086,,2026-08-08T18:01:21.695093+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5156432:5f5a705d2954,5f5a705d29540a793f2883a3265ea3535b9b2626a20d08113a68e24c05978869
1.0,20260808-woohee-006,KURLY,5156432,[조선호텔김치] 프리미엄 겉절이 500g,프리미엄 겉절이,https://www.kurly.com/goods/5156432,1팩,500g,,김치/비살균제품,OCR,수령일 포함 24일 이상 남은 상품을 보내드립니다. (소비기한: 제조일로부터 28일),DOM_AND_OCR,냉장 보관(0~10°C),OCR,UNKNOWN,0.9420011675154621,,2026-08-08T18:01:43.849588+09:00,0.2.0,MATCHED,COMPLETED,KURLY:5156432:5bd4244d9394,5bd4244d93947e8547f1317b568d517d967514672679e7d2a5b9f5145e5fa02c
1.0,20260808-woohee-006,KURLY,5063827,[Kurly's] 시원한 배추김치 1.5kg,시원한 배추김치,https://www.kurly.com/goods/5063827,1박스(1/2포기),1.5kg,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",,NOT_FOUND,수령일 포함 최소 85일 남은 제품을 보내드립니다,DOM,0~10℃에서 냉장 보관해 주세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5063827,
1.0,20260808-woohee-006,KURLY,5063827,[Kurly's] 시원한 배추김치 1.5kg,시원한 배추김치,https://www.kurly.com/goods/5063827,1박스(1/2포기),1.5kg,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",김치(비살균제품),OCR,수령일 포함 최소 85일 남은 제품을 보내드립니다,DOM,0~10℃에서 냉장 보관해 주세요.,DOM_AND_OCR,REFRIGERATED,0.9246257078356859,,2026-08-08T18:06:12.975546+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:5063827:4209fc195143,4209fc19514310b1101692fd6404061b8157b181db6830e8026a9d013e58c278
