schema_version,batch_id,source_site,source_mode,source_value,original_product_id,product_name_preview,product_url,discovery_order,discovered_at,discovery_status
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,1002420564,"담기 샛별배송 [KF365] 무항생제 1등급 닭 다리 400g (냉장) 한 손에 쥐고 즐기는 6,980원 10%6,282원 Kurly Only",https://www.kurly.com/goods/1002420564,1,2026-08-22T16:40:52.306939+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,5090271,"담기 샛별배송 [자연실록] 무항생제 닭 다리 (북채) 500g 9,400원 5%8,930원 9,999+",https://www.kurly.com/goods/5090271,2,2026-08-22T16:40:52.307108+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,1001137128,"담기 샛별배송 [KF365] 닭 통다리 600g (냉장) 큼지막한 통 닭다리 9,990원 999+ Kurly Only",https://www.kurly.com/goods/1001137128,3,2026-08-22T16:40:52.307167+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,1002420566,"담기 샛별배송 [KF365] 무항생제 1등급 닭 다리살 400g (냉장) 보드라운 살코기만 담은 8,160원 10%7,344원 12 Kurly Only",https://www.kurly.com/goods/1002420566,4,2026-08-22T16:40:52.307213+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,5090273,"담기 샛별배송 [자연실록] 무항생제 닭 다리살 (정육) 500g 11,300원 5%10,735원 9,999+",https://www.kurly.com/goods/5090273,5,2026-08-22T16:40:52.307257+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,1000669577,"담기 샛별배송 [KF365] IQF 닭다리 (냉동) 1kg 12,490원 560 Kurly Only",https://www.kurly.com/goods/1000669577,6,2026-08-22T16:40:52.307294+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,5030118,"담기 샛별배송 [자연실록] 동물복지 닭 다리 400g (냉장) 8,490원 9,999+",https://www.kurly.com/goods/5030118,7,2026-08-22T16:40:52.307329+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,1000669579,"담기 샛별배송 [KF365] IQF 닭다리살 (냉동) 1kg 15,990원 999+ Kurly Only",https://www.kurly.com/goods/1000669579,8,2026-08-22T16:40:52.307361+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,1000459587,"+최대20%쿠폰 담기 샛별배송 [Kurly's] 동물복지 닭 다리 (북채) 500g 야들야들한 인기 부위 9,900원 15%8,415원 999+ Kurly Only",https://www.kurly.com/goods/1000459587,9,2026-08-22T16:40:52.307394+09:00,DISCOVERED
1.0,20260822-jaeseong-001,KURLY,SEARCH,닭다리,5059673,"+최대20%쿠폰 담기 샛별배송 [KF365] 1등급 닭 다리살 2종 (냉장) 9,900원~ 9,999+ Kurly Only",https://www.kurly.com/goods/5059673,10,2026-08-22T16:40:52.307434+09:00,DISCOVERED
