batch_id,source_site,original_product_id,product_name,product_url,image_path,error_code,error_message,failed_at
20260808-woohee-011,KURLY,5045384,[KF365] 깻잎 30g,https://www.kurly.com/goods/5045384,detail_images/5045384_01_5bdbc2449222.jpg,OCR_TEXT_EMPTY,OCR_TEXT_EMPTY,2026-08-08T19:48:15.572730+09:00
20260808-woohee-011,KURLY,5048835,[팜송] 깻잎 2종,https://www.kurly.com/goods/5048835,detail_images/5048835_01_55c2862ff961.jpg,OCR_TEXT_EMPTY,OCR_TEXT_EMPTY,2026-08-08T19:51:18.765397+09:00
20260808-woohee-011,KURLY,1001295467,유기농 깻잎 30g,https://www.kurly.com/goods/1001295467,detail_images/1001295467_01_c922032ab7ae.jpg,OCR_TEXT_EMPTY,OCR_TEXT_EMPTY,2026-08-08T19:58:07.096830+09:00
20260808-woohee-011,KURLY,1001295467,유기농 깻잎 30g,https://www.kurly.com/goods/1001295467,detail_images/1001295467_03_e6ec058c6c1d.jpg,OCR_TEXT_EMPTY,OCR_TEXT_EMPTY,2026-08-08T20:00:02.214516+09:00
20260808-woohee-011,KURLY,5032142,추부 깻잎 30g,https://www.kurly.com/goods/5032142,detail_images/5032142_01_8d632d70e7e4.jpg,OCR_TEXT_EMPTY,OCR_TEXT_EMPTY,2026-08-08T20:03:33.126545+09:00
