schema_version,batch_id,original_product_id,image_path,text_presence,detect_method,confidence,checked_at,notes
1.0,20260808-woohee-007,5156527,detail_images/5156527_01_7b2c3d6bd9fd.jpg,HAS_TEXT,HEURISTIC,0.2787,2026-08-08T18:13:11.829406+09:00,heuristic_score=0.2787
1.0,20260808-woohee-007,5156527,detail_images/5156527_02_6305cbb4119c.jpg,HAS_TEXT,HEURISTIC,0.4196,2026-08-08T18:13:11.842611+09:00,heuristic_score=0.4196
1.0,20260808-woohee-007,5156527,detail_images/5156527_03_8bc813f0b2c0.jpg,HAS_TEXT,HEURISTIC,0.2762,2026-08-08T18:13:11.858756+09:00,heuristic_score=0.2762
1.0,20260808-woohee-007,5156527,detail_images/5156527_04_2cc70ee6f8dd.jpg,HAS_TEXT,HEURISTIC,0.3509,2026-08-08T18:13:11.874056+09:00,heuristic_score=0.3509
1.0,20260808-woohee-007,5156411,detail_images/5156411_01_1d3f9f1c5acb.jpg,HAS_TEXT,HEURISTIC,0.5027,2026-08-08T18:13:11.890981+09:00,heuristic_score=0.5027
1.0,20260808-woohee-007,5156411,detail_images/5156411_02_ffc0f644e974.jpg,HAS_TEXT,HEURISTIC,0.5517,2026-08-08T18:13:11.898028+09:00,heuristic_score=0.5517
1.0,20260808-woohee-007,5156411,detail_images/5156411_03_507b6924e5f8.jpg,HAS_TEXT,HEURISTIC,0.6845,2026-08-08T18:13:11.913945+09:00,heuristic_score=0.6845
1.0,20260808-woohee-007,5156495,detail_images/5156495_01_fc9421ee23c5.jpg,HAS_TEXT,HEURISTIC,0.2449,2026-08-08T18:13:11.931787+09:00,heuristic_score=0.2449
1.0,20260808-woohee-007,5156495,detail_images/5156495_02_5025805d04e4.jpg,HAS_TEXT,HEURISTIC,0.3385,2026-08-08T18:13:11.939253+09:00,heuristic_score=0.3385
1.0,20260808-woohee-007,5156495,detail_images/5156495_03_7e3962608218.jpg,HAS_TEXT,HEURISTIC,0.4016,2026-08-08T18:13:11.993657+09:00,heuristic_score=0.4016
1.0,20260808-woohee-007,1001881453,detail_images/1001881453_01_753f3e49b721.jpg,HAS_TEXT,HEURISTIC,0.371,2026-08-08T18:13:12.017387+09:00,heuristic_score=0.3710
1.0,20260808-woohee-007,1001881453,detail_images/1001881453_02_27092e021282.jpg,HAS_TEXT,HEURISTIC,0.5515,2026-08-08T18:13:12.035103+09:00,heuristic_score=0.5515
1.0,20260808-woohee-007,1001881453,detail_images/1001881453_03_44d38a763ad3.jpg,HAS_TEXT,HEURISTIC,0.5563,2026-08-08T18:13:12.050901+09:00,heuristic_score=0.5563
1.0,20260808-woohee-007,1001881453,detail_images/1001881453_04_1792b68e3815.jpg,HAS_TEXT,HEURISTIC,0.2507,2026-08-08T18:13:12.065909+09:00,heuristic_score=0.2507
1.0,20260808-woohee-007,1001881453,detail_images/1001881453_05_1e5ee2d7a6e5.jpg,HAS_TEXT,HEURISTIC,0.7047,2026-08-08T18:13:12.090787+09:00,heuristic_score=0.7047
1.0,20260808-woohee-007,5156423,detail_images/5156423_01_950291f38277.jpg,HAS_TEXT,HEURISTIC,0.6627,2026-08-08T18:13:12.109772+09:00,heuristic_score=0.6627
1.0,20260808-woohee-007,5156423,detail_images/5156423_02_2d5459aef5c5.jpg,HAS_TEXT,HEURISTIC,0.3955,2026-08-08T18:13:12.116140+09:00,heuristic_score=0.3955
1.0,20260808-woohee-007,5156423,detail_images/5156423_03_1180bd094dfa.jpg,HAS_TEXT,HEURISTIC,0.3697,2026-08-08T18:13:12.135388+09:00,heuristic_score=0.3697
