schema_version,batch_id,source_site,original_product_id,product_name_raw,food_name_candidate,product_url,sales_unit_raw,weight_raw,quantity_raw,food_type_raw,food_type_source,expiration_info_raw,expiration_source,storage_method_raw,storage_source,storage_type,ocr_confidence,crawl_collected_at,ocr_collected_at,parser_version,validation_status,parse_status,source_record_id,image_sha256
1.0,20260806-jaeseong-001,KURLY,1000213809,[마이노멀] 저당 저칼로리 블루베리잼 320g,저당 저칼로리 블루베리잼,https://www.kurly.com/goods/1000213809,,320g,,,NOT_FOUND,이 27.05.07 이후(해당일 포함)인 상품 발송,DOM,・직사광선을 피해 건조하고 서늘한 곳에 보관하세요.,DOM,UNKNOWN,,,,0.2.0,MATCHED,COMPLETED,KURLY:1000213809,
1.0,20260806-jaeseong-001,KURLY,1000213809,[마이노멀] 저당 저칼로리 블루베리잼 320g,저당 저칼로리 블루베리잼,https://www.kurly.com/goods/1000213809,,320g,,잼,OCR,이 27.05.07 이후(해당일 포함)인 상품 발송,DOM,・직사광선을 피해 건조하고 서늘한 곳에 보관하세요.,DOM,UNKNOWN,0.9115314230603991,,2026-08-06T23:41:48.060012+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1000213809:30bf49607f17,30bf49607f179866418db372854d59612a88e74f4647609ac3fa2c950f50a2fe
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",,NOT_FOUND,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,,,,0.2.0,MATCHED,COMPLETED,KURLY:1001385477,
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",잼원산지프랑스 제조사ST.DALFOURSAS,OCR,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,0.9014920070767403,,2026-08-06T23:41:59.969239+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001385477:afb3867b397b,afb3867b397bacf04be261a5bbe03dfc4906436cf636d2caacecb0da8a86e526
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",잼원산지프랑스 제조사 ST.DALFOUR SAS,OCR,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,0.9083883215080608,,2026-08-06T23:42:03.916008+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001385477:5d3ba8d69e23,5d3ba8d69e232366408dc4e669571d26fffc85525921c068417b6ca8e81fb233
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",잼|원산지,OCR,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,0.8889382828313571,,2026-08-06T23:42:07.992522+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001385477:ed819ee2225f,ed819ee2225f322eb2d66bb068d8be669e5d8d1cda38520d390bcb5386d25609
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",잼원산지프랑스 제조사 ST.DALFOUR SAS,OCR,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,0.895837413576933,,2026-08-06T23:42:11.846169+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001385477:4fec007ed466,4fec007ed466325715e5b6a43af412660f25d76ac61e97e75085898ba78994ba
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",잼원산지프랑스제조사ST.DALFOUR SAS,OCR,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,0.9111961258782281,,2026-08-06T23:42:15.566536+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001385477:1d6727d77e2c,1d6727d77e2cba35c228e9b9b636573784b884fa2f05c305e1d30605a423063a
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",잼원산지프랑스 제조사ST.DALFOURSAS,OCR,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,0.894897688466769,,2026-08-06T23:42:19.970585+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001385477:99dcc1b9836c,99dcc1b9836c37f52edbeb42597e2a940b4a0f8e46107b91a83e556f3a871824
1.0,20260806-jaeseong-001,KURLY,1001385477,[샹달프] 과일잼 284g 9종 (택1),과일잼 9종 (택1),https://www.kurly.com/goods/1001385477,,284g,"첫 구매니까, 하나만 사도 무료배송상품을 선택해주세요",잼원산지프랑스 제조사 ST.DALFOUR SAS,OCR,이 28.12.17 이후(해당일 포함)인 상품 발송,DOM,건조하고 서늘한 곳에 실온 보관하세요.,DOM,ROOM_TEMPERATURE,0.9266593712568283,,2026-08-06T23:42:24.198453+09:00,0.2.0,REVIEW_REQUIRED,COMPLETED,KURLY:1001385477:c5b649e25555,c5b649e25555fa977faafe093213334358736217c9ed942117ba9bd00ed2e49c
