schema_version,batch_id,original_product_id,image_path,text_presence,detect_method,confidence,checked_at,notes
1.0,20260813-sunyeong-두부,5118044,detail_images/5118044_01_fbf69b785dbf.jpg,UNKNOWN,PADDLE_PREPASS,0.0398,2026-08-13T20:45:03.354121+09:00,blocks=1
1.0,20260813-sunyeong-두부,5118044,detail_images/5118044_02_467718f3fbb7.jpg,HAS_TEXT,HEURISTIC,0.2875,2026-08-13T20:45:03.513724+09:00,heuristic_score=0.2875
1.0,20260813-sunyeong-두부,5118044,detail_images/5118044_03_81039d374e56.jpg,HAS_TEXT,HEURISTIC,0.1469,2026-08-13T20:45:03.614440+09:00,heuristic_score=0.1469
1.0,20260813-sunyeong-두부,5118044,detail_images/5118044_04_dfc0fc321e8a.jpg,HAS_TEXT,HEURISTIC,0.349,2026-08-13T20:45:03.718233+09:00,heuristic_score=0.3490
1.0,20260813-sunyeong-두부,5118044,detail_images/5118044_05_e575c454edeb.jpg,HAS_TEXT,HEURISTIC,0.2594,2026-08-13T20:45:04.117003+09:00,heuristic_score=0.2594
1.0,20260813-sunyeong-두부,5118044,detail_images/5118044_06_cbb3af806d52.jpg,HAS_TEXT,HEURISTIC,0.3241,2026-08-13T20:45:04.240740+09:00,heuristic_score=0.3241
1.0,20260813-sunyeong-두부,5053329,detail_images/5053329_01_02dcf0858de3.jpg,NO_TEXT,PADDLE_PREPASS,,2026-08-13T20:49:24.634929+09:00,blocks=0
1.0,20260813-sunyeong-두부,5053329,detail_images/5053329_02_62d3a2b34597.jpg,HAS_TEXT,HEURISTIC,0.2968,2026-08-13T20:49:24.781915+09:00,heuristic_score=0.2968
1.0,20260813-sunyeong-두부,5053329,detail_images/5053329_03_81039d374e56.jpg,HAS_TEXT,HEURISTIC,0.1469,2026-08-13T20:49:24.952895+09:00,heuristic_score=0.1469
1.0,20260813-sunyeong-두부,5053329,detail_images/5053329_04_eb921a437488.jpg,HAS_TEXT,HEURISTIC,0.2592,2026-08-13T20:49:25.141810+09:00,heuristic_score=0.2592
1.0,20260813-sunyeong-두부,5053329,detail_images/5053329_05_086255dd2f84.jpg,HAS_TEXT,HEURISTIC,0.2857,2026-08-13T20:49:25.348388+09:00,heuristic_score=0.2857
1.0,20260813-sunyeong-두부,1001317137,detail_images/1001317137_01_9435cea57469.jpg,HAS_TEXT,HEURISTIC,0.3486,2026-08-13T20:49:25.518210+09:00,heuristic_score=0.3486
1.0,20260813-sunyeong-두부,1001317137,detail_images/1001317137_02_af41db68d911.jpg,HAS_TEXT,HEURISTIC,0.2695,2026-08-13T20:49:25.635706+09:00,heuristic_score=0.2695
1.0,20260813-sunyeong-두부,1001317137,detail_images/1001317137_03_00ea74a56497.jpg,HAS_TEXT,HEURISTIC,0.6688,2026-08-13T20:49:25.720215+09:00,heuristic_score=0.6688
1.0,20260813-sunyeong-두부,1001317137,detail_images/1001317137_04_391f2bfabb3c.jpg,HAS_TEXT,HEURISTIC,0.3766,2026-08-13T20:49:25.837895+09:00,heuristic_score=0.3766
1.0,20260813-sunyeong-두부,1001317137,detail_images/1001317137_05_a4732864f977.jpg,HAS_TEXT,HEURISTIC,0.6819,2026-08-13T20:49:25.924447+09:00,heuristic_score=0.6819
1.0,20260813-sunyeong-두부,1001317137,detail_images/1001317137_06_8ceb0e883799.jpg,HAS_TEXT,HEURISTIC,0.2875,2026-08-13T20:49:26.041411+09:00,heuristic_score=0.2875
