schema_version,batch_id,source_site,source_mode,source_value,original_product_id,product_name_preview,product_url,discovery_order,discovered_at,discovery_status
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1000243271,"+최대20%쿠폰 담기 샛별배송 [탄단지] 소스 흠뻑빠진 통 닭다리살 3종 소스가 가득한 촉촉한 닭다리살 3,200원 12%2,816원~ 999+ Kurly Only",https://www.kurly.com/goods/1000243271,1,2026-08-13T23:49:37.542655+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1000179414,"담기 샛별배송 [하림] 한입쏙 닭다리살 오리지널 500g 향긋한 파슬리가 톡톡 11,990원 999+",https://www.kurly.com/goods/1000179414,2,2026-08-13T23:49:37.542823+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1001721321,"담기 샛별배송 [KF365] 통다리살 훈제오리 스테이크 480g 간단히 완성하는 메인 요리 17,700원 15%14,990원 220 Kurly Only",https://www.kurly.com/goods/1001721321,3,2026-08-13T23:49:37.542872+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1000916266,"담기 샛별배송 [정다운] 통바베큐치킨 600g 노릇한 껍질 속 촉촉한 속살 8,990원 112",https://www.kurly.com/goods/1000916266,4,2026-08-13T23:49:37.542890+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1000179418,"담기 샛별배송 [하림] 한입쏙 닭다리살 소금구이 500g 히말라야 핑크 소금이 솔솔 11,900원 999+",https://www.kurly.com/goods/1000179418,5,2026-08-13T23:49:37.542911+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1001865902,"담기 샛별배송 [BBQ] 오븐구이 닭다리살 (자메이카) 300g 훈연 향이 배어든 8,900원 5%8,450원 248",https://www.kurly.com/goods/1001865902,6,2026-08-13T23:49:37.542929+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1001762750,"담기 샛별배송 [푸드렐라] 오븐구이 닭다리살 300g 육즙을 머금은 오븐 치킨 9,900원 115",https://www.kurly.com/goods/1001762750,7,2026-08-13T23:49:37.543006+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1001493403,"담기 샛별배송 [한끼통살] 오븐 순살 닭다리 4종 소스를 입은 탱글한 닭다리살 4,100원 621",https://www.kurly.com/goods/1001493403,8,2026-08-13T23:49:37.543039+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,1001865900,"담기 샛별배송 [BBQ] 오븐구이 닭다리살 (허브솔트) 300g 허브 향이 솔솔 8,900원 5%8,450원 230",https://www.kurly.com/goods/1001865900,9,2026-08-13T23:49:37.543061+09:00,DISCOVERED
1.0,20260813-jaeseong-001,KURLY,SEARCH,훈제닭다리,5155734,"+최대20%쿠폰 담기 샛별배송 [탄단지] 통 닭가슴살 4종 (1입/4입) 간편하게 섭취하는 매일 닭가슴살 3,000원 15%2,550원~ 9,999+ Kurly Only",https://www.kurly.com/goods/5155734,10,2026-08-13T23:49:37.543131+09:00,DISCOVERED
