schema_version,batch_id,original_product_id,image_path,text_presence,detect_method,confidence,checked_at,notes
1.0,20260808-woohee-015,5031442,detail_images/5031442_01_23c60d9dc0aa.jpg,HAS_TEXT,HEURISTIC,0.207,2026-08-08T22:16:42.800739+09:00,heuristic_score=0.2070
1.0,20260808-woohee-015,5031442,detail_images/5031442_02_35ebfdd3a234.jpg,HAS_TEXT,HEURISTIC,0.179,2026-08-08T22:16:42.821906+09:00,heuristic_score=0.1790
1.0,20260808-woohee-015,5031442,detail_images/5031442_03_dfa02d1f7b76.jpg,HAS_TEXT,HEURISTIC,0.1362,2026-08-08T22:16:42.840102+09:00,heuristic_score=0.1362
1.0,20260808-woohee-015,5031442,detail_images/5031442_04_2f9af89b251e.jpg,HAS_TEXT,HEURISTIC,0.2392,2026-08-08T22:16:42.851886+09:00,heuristic_score=0.2392
1.0,20260808-woohee-015,5003716,detail_images/5003716_01_e2cb95159749.jpg,HAS_TEXT,HEURISTIC,0.1462,2026-08-08T22:16:42.868257+09:00,heuristic_score=0.1462
1.0,20260808-woohee-015,5003716,detail_images/5003716_02_000fdf5dd694.jpg,HAS_TEXT,HEURISTIC,0.3743,2026-08-08T22:16:42.875056+09:00,heuristic_score=0.3743
1.0,20260808-woohee-015,5003716,detail_images/5003716_03_35ebfdd3a234.jpg,HAS_TEXT,HEURISTIC,0.179,2026-08-08T22:16:42.893409+09:00,heuristic_score=0.1790
1.0,20260808-woohee-015,5003716,detail_images/5003716_04_dfa02d1f7b76.jpg,HAS_TEXT,HEURISTIC,0.1362,2026-08-08T22:16:42.911375+09:00,heuristic_score=0.1362
1.0,20260808-woohee-015,5003716,detail_images/5003716_05_f7554074a4ea.jpg,HAS_TEXT,HEURISTIC,0.2314,2026-08-08T22:16:42.921966+09:00,heuristic_score=0.2314
1.0,20260808-woohee-015,5003716,detail_images/5003716_06_2a9251596b68.jpg,HAS_TEXT,HEURISTIC,0.2145,2026-08-08T22:16:42.932540+09:00,heuristic_score=0.2145
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_01_0060b7ea9c64.jpg,HAS_TEXT,HEURISTIC,0.1419,2026-08-08T22:16:42.950253+09:00,heuristic_score=0.1419
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_02_f8ce72c7a859.jpg,HAS_TEXT,HEURISTIC,0.5199,2026-08-08T22:16:42.955840+09:00,heuristic_score=0.5199
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_03_35ebfdd3a234.jpg,HAS_TEXT,HEURISTIC,0.179,2026-08-08T22:16:42.974428+09:00,heuristic_score=0.1790
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_04_dfa02d1f7b76.jpg,HAS_TEXT,HEURISTIC,0.1362,2026-08-08T22:16:42.991607+09:00,heuristic_score=0.1362
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_05_f7554074a4ea.jpg,HAS_TEXT,HEURISTIC,0.2314,2026-08-08T22:16:43.001850+09:00,heuristic_score=0.2314
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_06_cd7380abbda6.jpg,HAS_TEXT,HEURISTIC,0.2262,2026-08-08T22:16:43.009171+09:00,heuristic_score=0.2262
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_07_3d4a1a19c0ff.jpg,HAS_TEXT,HEURISTIC,0.2329,2026-08-08T22:16:43.018831+09:00,heuristic_score=0.2329
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_08_09cabf5abd07.jpg,HAS_TEXT,HEURISTIC,0.3087,2026-08-08T22:16:43.025617+09:00,heuristic_score=0.3087
1.0,20260808-woohee-015,1001872242,detail_images/1001872242_09_73eb89e78fcd.jpg,HAS_TEXT,HEURISTIC,0.6848,2026-08-08T22:16:43.030631+09:00,heuristic_score=0.6848
1.0,20260808-woohee-015,5000079,detail_images/5000079_01_876c0e570d8f.jpg,HAS_TEXT,HEURISTIC,0.1358,2026-08-08T22:16:43.046909+09:00,heuristic_score=0.1358
1.0,20260808-woohee-015,5000079,detail_images/5000079_02_6a167f7c3675.jpg,HAS_TEXT,HEURISTIC,0.1718,2026-08-08T22:16:43.066667+09:00,heuristic_score=0.1718
1.0,20260808-woohee-015,5000079,detail_images/5000079_03_c40f2b551711.jpg,HAS_TEXT,HEURISTIC,0.1477,2026-08-08T22:16:43.083147+09:00,heuristic_score=0.1477
1.0,20260808-woohee-015,5000079,detail_images/5000079_04_f380a100d5fb.jpg,HAS_TEXT,HEURISTIC,0.525,2026-08-08T22:16:43.137513+09:00,heuristic_score=0.5250
1.0,20260808-woohee-015,5000079,detail_images/5000079_05_699a7f8fc9ab.jpg,HAS_TEXT,HEURISTIC,0.1329,2026-08-08T22:16:43.152392+09:00,heuristic_score=0.1329
1.0,20260808-woohee-015,1000384279,detail_images/1000384279_01_4c5b3fda6cd6.jpg,HAS_TEXT,PADDLE_PREPASS,0.5481,2026-08-08T22:17:32.353745+09:00,blocks=1
1.0,20260808-woohee-015,1000384279,detail_images/1000384279_02_dfa02d1f7b76.jpg,HAS_TEXT,HEURISTIC,0.1362,2026-08-08T22:17:32.410949+09:00,heuristic_score=0.1362
1.0,20260808-woohee-015,1000384279,detail_images/1000384279_03_148b0735bebf.jpg,HAS_TEXT,HEURISTIC,0.3893,2026-08-08T22:17:32.432537+09:00,heuristic_score=0.3893
1.0,20260808-woohee-015,1000384279,detail_images/1000384279_04_0185dd8b4196.jpg,HAS_TEXT,HEURISTIC,0.7263,2026-08-08T22:17:32.458556+09:00,heuristic_score=0.7263
