schema_version,batch_id,source_site,original_product_id,product_name_raw,food_name_candidate,product_url,sales_unit_raw,weight_raw,quantity_raw,food_type_raw,food_type_source,expiration_info_raw,expiration_source,storage_method_raw,storage_source,storage_type,ocr_confidence,crawl_collected_at,ocr_collected_at,parser_version,validation_status,parse_status,source_record_id,image_sha256
1.0,20260808-woohee-002,KURLY,1002340395,깜빠리 토마토 750g,깜빠리 토마토,https://www.kurly.com/goods/1002340395,팩,750g,,,NOT_FOUND,신선식품으로 별도의 유통기한은 없으나 가급적 빠르게 드시길 바랍니다.,DOM,키친타월 등으로 한 알씩 감싼 뒤 비닐로 밀봉해 냉장고 채소칸에서 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:1002340395,
1.0,20260808-woohee-002,KURLY,5063690,완숙토마토 1kg,완숙토마토,https://www.kurly.com/goods/5063690,1팩,1kg내외,및 중량 안내,,NOT_FOUND,농산물로 별도의 소비기한은 없으나 가급적 빠르게 드시기 바랍니다.,DOM,직사광선을 피해 서늘하고 건조한 실온에서 보관하세요. 잘 밀봉한 상태로 채소 칸에 냉장 보관해도 무방합니다.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5063690,
1.0,20260808-woohee-002,KURLY,5000100,[아이농] 무농약 토마토 1kg,무농약 토마토,https://www.kurly.com/goods/5000100,1팩,1kg,,,NOT_FOUND,농산물로 별도의 소비기한은 없으나 가급적 빠르게 드시기 바랍니다,DOM,냉장보관,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5000100,
1.0,20260808-woohee-002,KURLY,5136653,무농약 마틸다 토마토 1kg,무농약 마틸다 토마토,https://www.kurly.com/goods/5136653,1팩,1kg내외,,,NOT_FOUND,농산물이므로 별도의 소비기한은 없으나 가급적 빠르게 드시기 바랍니다.,DOM,・마틸다 토마토는 바람이 잘 통하는 실온에서 보관하세요. 17℃ 정도의 온도가 알맞습니다.,DOM,ROOM_TEMPERATURE,,,,0.2.0,MATCHED,COMPLETED,KURLY:5136653,
1.0,20260808-woohee-002,KURLY,5029436,[KF365] 완숙토마토 2kg,완숙토마토,https://www.kurly.com/goods/5029436,1팩,2kg,,,NOT_FOUND,농산물로 별도 소비기한은 없으나 가급적 빨리드시기 바랍니다.,DOM,키친타월 등으로 한 알씩 감싼 뒤 비닐로 밀봉해 냉장고 채소칸에서 보관하세요.,DOM,REFRIGERATED,,,,0.2.0,MATCHED,COMPLETED,KURLY:5029436,
